source_pdf,doi,status,n_pages,n_materials,extraction_notes
Synergistic Suppression of Bipolar Effect and Lattice Thermal Conductivity Leading to High Average Figure of Merit in Bi0.4Sb1.6Te3 Materials through Alloying with AgSbTe2.pdf,10.1021/acsami.4c12307,ok,11,9,"[text-pass] The paper focuses on Bi0.4Sb1.6Te3 alloyed with AgSbTe2. The AgSbTe2 is treated as an alloying component rather than a simple dopant, but the substitution of Ag on the Bi/Sb site is explicitly mentioned. Data for the x=0.15 sample is highlighted as the optimal composition. [figure-pass p1-5] Data extracted from the provided figures and text. ZT and thermal conductivity values were visually estimated from the plots in Figure 1. Electrical conductivity values at 303 K were extracted fr"
"Synergistically optimizing charge and phonon transport properties in n-type PbTe via introducing ternary compound AgSb(Se, Te)2.pdf",10.1016/j.jallcom.2019.152463,ok,6,5,"[text-pass] The article focuses on n-type PbTe doped with Sb and alloyed with AgSbTe2 or AgSbSe2. The AgSbTe2 and AgSbSe2 are introduced as ternary compounds. The dopant sites for Ag, Sb, and Te/Se in the PbTe matrix are not explicitly defined as substituting specific sites (Ag, Sb, Te) in the text, so 'unclear' was used. [figure-pass p1-5] Data extracted from Fig. 8 for PbTe + x% AgSbTe2 samples. The dopant site is not explicitly stated in the text, so it is marked as unclear. [figure-pass p6-6"
Synthesis and thermoelectric properties of Mn-doped AgSbTe2 compounds.pdf,10.1088/1674-1056/21/10/106101,ok,7,9,[text-pass] The samples are Ag0.9Sb1.1-xMnxTe2.05. Doping is explicitly stated as replacing Sb with Mn. Thermoelectric properties were extracted from the text where specific values were provided. [figure-pass p1-5] Thermoelectric properties were extracted from Fig. 4. Values are visual estimates. 
"Thermodynamic, Structural and Thermoelectric Properties of AgSbTe2 Thick Films Developed by Melt Spinning.pdf",10.3390/nano8070474,ok,10,6,"[text-pass] Power factor values were extracted from Fig 4c and text. ZT values were extracted from text in Section 3.2. The paper notes that thermal conductivity data were not collected due to technical reasons, so ZT values were estimated. [figure-pass p1-5] The provided pages discuss the synthesis and characterization of AgSbTe2-family thick films (pristine and Se-doped). While the text mentions that thermoelectric properties were measured, no plots or tables showing Seebeck coefficient, elect"
Thermoelectric Properties of the Pseudobinary Alloy (Ag0.365Sb0.558Te)0.975(GeTe)0.025 Prepared by Spark Plasma Sintering.pdf,10.1007/s11664-010-1278-1,ok,6,3,[text-pass] The article focuses on the pseudobinary alloy (Ag0.365Sb0.558Te)0.975(GeTe)0.025. The parent ternary alloy Ag0.365Sb0.558Te and Sb2Te3 were also measured for comparison. Data points for properties were extracted from the text and figures as explicitly stated. [figure-pass p1-5] The sample is a pseudobinary alloy of Ag-Sb-Te and GeTe. Doping sites were identified based on the text description of Rietveld refinement results. Thermoelectric properties were extracted from the provided fi
Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,10.1007/s12598-,ok,10,15,"[text-pass] The paper investigates (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys. Doping is described as alloying with (Ag2Te)0.4(Sb2Te3)0.6, which introduces cation vacancies. Specific dopant sites for Ag/Sb are not explicitly listed as individual dopants but as part of the solid solution alloying. Data points are primarily presented in figures; specific numerical values for properties at specific temperatures are not provided in tables, except for room temperature Hall parameters. [figure-pass p1-5"
Thermoelectric properties of AgSbTe2 from first-principles calculations.pdf,10.1063/1.4895062,ok,6,1,"[text-pass] The provided article is a theoretical study using first-principles calculations to investigate the properties of pure AgSbTe2. It does not report experimental doping data or measured thermoelectric properties for doped AgSbTe2 samples; it only references experimental data from other literature (Jovovic et al., Mohanraman et al., and Su et al.) for comparison with theoretical calculations. [figure-pass p1-5] The paper presents first-principles calculations for pure AgSbTe2. No doped s"
"Thermoelectric properties of p-type (AgSbTe2)x(Pb0.5Sn0.5Te)1 − x (x = 0.05, 0.09, 0.2).pdf",10.1016/j.jallcom.2005.08.033,ok,4,6,[text-pass] The paper reports (AgSbTe2)x(Pb0.5Sn0.5Te)1-x as a solid solution. SnTe is described as a dopant in the context of the PbTe-based matrix. ZT values are reported as reaching around 1 at 700 K for all samples. 
Thin-film metallic glass an effective diffusion barrier for Se-doped AgSbTe2 thermoelectric modules.pdf,10.1038/srep45177,ok,9,2,"[text-pass] The article focuses on the use of a Zr-based thin-film metallic glass as a diffusion barrier for Se-doped AgSbTe2. The specific composition Ag25Sb25Se5Te45 is identified as the TE substrate. No other thermoelectric property data (Seebeck, electrical conductivity, etc.) were provided in the text or tables. [figure-pass p1-5] The provided pages discuss the use of a Zr-based thin-film metallic glass as a diffusion barrier for Se-doped AgSbTe2. While the material is mentioned as a thermo"
"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",10.1016/j.jssc.2009.05.024,ok,8,10,"[text-pass] The samples are solid solutions of AgSbTe2 and GeTe (TAGS-x). The 'dopant' in this context is the GeTe mole fraction variation. The electrical resistivity values were extracted as electrical conductivity properties per the schema requirements. [figure-pass p1-5] The materials are solid solutions of AgSbTe2 and GeTe, referred to as TAGS-x. Doping site is considered 'multiple sites' as GeTe substitutes into the AgSbTe2 lattice. ZT values were extracted from the body text. [figure-pass "
Transport properties of (AgSbТe2 )0.7 (PbTe)0.3 thermoelectric compound.pdf,10.1063/10.0014020,ok,5,2,"[text-pass] The article reports on the transport properties of (AgSbTe2)0.7(PbTe)0.3. While the paper includes figures (Fig 2, 3, 4, 5) showing temperature-dependent trends for electrical conductivity, Seebeck coefficient, Hall coefficient, and thermal conductivity, no specific numerical values are provided in the text or tables for these properties at any given temperature. Therefore, no thermoelectric property values were extracted. "
Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,10.1016/j.jallcom.2026.188903,ok,12,12,"[text-pass] The doping ratios for Cu, In, and Se were calculated based on the formula (AgSbTe2)1-x(CuInSe2)x. For x=0.03, the formula is explicitly given as Ag0.97Sb0.97Te1.94Cu0.03In0.03Se0.06. For other x values, the stoichiometry follows the same logic (e.g., x=0.01 implies 0.01 Cu, 0.01 In, 0.02 Se). [figure-pass p11-12] The provided pages contain only a list of references and no thermoelectric property plots or tables for AgSbTe2-family compounds. "
Wang_2025_Phys._Scr._100_125919.pdf,10.1088/1402-4896/ae26ec,ok,13,16,"[figure-pass p1-5] The paper provides calculated lattice thermal conductivity values at 300 K for the intrinsic and doped systems in the text. No temperature-dependent plots for thermoelectric properties were provided in the images. [figure-pass p6-10] Thermoelectric properties extracted from Fig. 9 (Power Factor vs Temperature). Other figures (Fig. 4, 7) show trends but specific values were not extracted due to the density of overlapping curves or lack of explicit data points. "
ae2c03557.pdf,10.1021/acsaem.2c03557,ok,7,5,"[text-pass] The article focuses on AgSbSe2, a homologue of AgSbTe2. While the introduction mentions AgSbTe2, the experimental data provided is exclusively for AgSbSe2-based compounds. The extracted data pertains to the AgSbSe2-family as requested. [figure-pass p1-5] The paper focuses on AgSbSe2, which is a homologue of AgSbTe2. Data extracted for Pb-doped and Sb-vacancy co-doped AgSbSe2 samples as requested for AgSbTe2-family compounds. [figure-pass p6-7] The provided pages contain only a list o"
ae5c01632.pdf,10.1021/acsaem.5c01632,ok,10,13,"[text-pass] The article reports on AgSbTe2-xSex (x=0, 0.05, 0.1, 0.15, 0.2). Doping site is Te as stated in the text. Thermoelectric properties were extracted from the body text. [figure-pass p6-10] Dopant site for Se is assumed to be Te based on the formula AgSbTe2-xSex. ZT values were extracted from the body text on page 9874. Figure 7a shows ZT vs T curves for these samples, but specific data points were not extracted as they are visually estimated from the plot. "
ae5c01674.pdf,10.1021/acsaem.5c01674,ok,13,13,"[text-pass] The study focuses on AgSbTe2/PEDOT:PSS hybrid composites. The PEDOT:PSS is treated with HNO3. The samples are composites, not doped in the traditional sense of atomic substitution, but the PEDOT:PSS acts as a secondary phase/additive. The properties were extracted from the body text and Table 2. [figure-pass p1-5] The provided pages do not contain any plots of thermoelectric properties versus temperature. The reported thermoelectric values were extracted from the body text. [figure-p"
am1c21252.pdf,10.1021/acsami.1c21252,ok,9,15,[text-pass] The samples are nonstoichiometric AgSbTe2-based compounds where the cation vacancy concentration is tuned by the ratio x in (Ag2Te)x(Sb2Te3)1-x. The 'doped_site' is identified as Ag based on the text describing the formation of Ag vacancies. [figure-pass p1-5] The samples are nonstoichiometric AgSbTe2-based compounds represented as (Ag2Te)x(Sb2Te3)1-x. The dopants are cation vacancies (V_cation) resulting from the nonstoichiometric composition. Thermoelectric properties were extracte
am2c22930.pdf,10.1021/acsami.2c22930,ok,9,15,"[figure-pass p1-5] Dopant site identified as Sb based on text: 'Mg2+ occupied the lattice position of Sb3+'. Thermoelectric properties extracted from body text and Table 1. Figure 2 and Figure 5 show temperature-dependent plots, but specific values were not extracted from them as they were not explicitly tabulated in the text. "
am4c05454.pdf,10.1021/acsami.4c05454,ok,10,10,"[text-pass] The paper investigates Cu-doped AgSbTe2. While the authors designed the doping to replace Sb, DFT and experimental evidence (XPS/AES) suggest Cu occupies the Ag site. ZT and PF values were extracted from the text. Other properties were plotted but specific numerical values were not provided in the text for all temperatures. [figure-pass p1-5] Thermoelectric properties were extracted from Figure 5. ZT values were not extracted as they were not plotted as a function of temperature in t"
am4c05873.pdf,10.1021/acsami.4c05873,ok,9,12,"[text-pass] The doping site for Mg and Ti is inferred as Sb based on the stoichiometric formula AgSb0.98-xMg0.02TixTe2 and the text stating 'substitution of two Sb atoms in the structure with one Mg atom and one Ti atom each'. [figure-pass p1-5] Data extracted from body text and figures. Electrical conductivity values for x=0 and x=0.03 samples were explicitly mentioned in the text. Power factor, thermal conductivity, and ZT values for the Ag0.96Mg0.02Ti0.02Te2 sample were also explicitly mentio"
am4c06836.pdf,10.1021/acsami.4c06836,ok,9,5,"[text-pass] The paper investigates Ag(1-x)SnxSb(1-y)GeyTe2 compounds. The specific sample Ag0.85Sn0.15Sb0.85Ge0.15Te2 is highlighted as the optimized high-entropy composition. Other compositions (x=0-0.15, y=0-0.25) are mentioned as a series, but specific numerical values for properties other than the optimized sample are not explicitly tabulated in the provided text. [figure-pass p1-5] Data extracted from Fig. 5a, 5b, and 5c. Values are visual estimates from the plots. The sample Ag0.85Sn0.15Sb"
am7b00689.pdf,10.1021/acsami.7b00689,ok,12,9,[text-pass] The samples are Ag16.7Sb30Te53.3 alloys subjected to different heat treatments. No external dopants were added; the study focuses on the evolution of the microstructure and matrix composition due to heat treatment. [figure-pass p1-5] The samples are Ag16.7Sb30Te53.3 alloys subjected to different heat treatments. No specific dopants were added; the composition is non-stoichiometric relative to AgSbTe2. [figure-pass p6-10] The samples are AgSbTe2-family compounds subjected to different
applsci-08-00052-v2.pdf,10.3390/app8010052,ok,18,8,"[text-pass] The samples are non-stoichiometric alloys Ag1-xSb1+xTe2+x. Doping is achieved via non-stoichiometry (vacancies at 4a site). No extrinsic dopants were added. ZT values for x=0.1 and x=0.17 are explicitly stated in the text. [figure-pass p1-5] The provided document discusses the synthesis and structural characterization of Ag1-xSb1+xTe2+x alloys, but it does not contain any plots or tables showing thermoelectric properties (Seebeck coefficient, electrical conductivity, thermal conducti"
c0jm00138d.pdf,10.1039/c0jm00138d,ok,6,8,"[text-pass] The samples are described as (Ag2Te)x(Sb2Te3)100-x. For x=50, the composition is AgSbTe2. No specific dopants were added; the nanostructured Ag2Te phase is formed in situ. [figure-pass p1-5] Samples are AgSbTe2-family compounds with Ag2Te nanostructures. Doping is not explicitly stated as a dopant element but rather as a variation in the Ag2Te/Sb2Te3 ratio (x=44-54). Properties were extracted from Figs 7 and 8. [figure-pass p6-6] The provided page contains only text describing thermo"
c2ee23391f.pdf,10.1039/c2ee23391f,partial-error,9,2,"[text-pass] The paper focuses on the intrinsic lattice thermal conductivity of AgSbTe2-family compounds. Ag0.73Sb1.12Te2 is identified as the phase-stable version of AgSbTe2. AgxNa1-xSbTe2 alloys were studied to investigate the effect of alloying on thermal conductivity. No specific Seebeck, electrical conductivity, or ZT values were provided in the text or tables for these samples, only thermal conductivity data. [figure-pass p1-5] The provided pages discuss the theoretical and experimental stu"
c8ta01393d.pdf,10.1039/c8ta01393d,ok,6,8,"[text-pass] The samples are GeSe alloyed with AgSbTe2, denoted as GeSeAgxSbxTe2x. The dopant sites are not explicitly stated as Ag, Sb, or Te substitution, so 'unclear' is used. Values were extracted from the body text. [figure-pass p1-5] The paper discusses GeSe alloyed with AgSbTe2. The samples are GeSe-xAgSbTe2. The plots in Fig 3 and Fig 5 show properties for various x values. Values for ZT at 750K were estimated from Fig 5a. [figure-pass p6-6] The provided page contains only a list of refer"
cm101503y.pdf,10.1021/cm101503y,partial-error,7,6,"[text-pass] The paper reports on AgSbSexTe2-x (x=0-0.04). Doping site is identified as Te based on lattice parameter decrease. ZT values were extracted from the body text. Other properties (Seebeck, electrical conductivity, thermal conductivity) were plotted in figures but specific numerical values at specific temperatures were not provided in the text, so they were omitted. [figure-pass p1-5] Data extracted from Figures 5a and 5b for representative samples x=0 and x=0.02. Values are visual esti"
cm5c01646.pdf,10.1021/acs.chemmater.5c01646,partial-error,10,10,"[figure-pass p1-5] Data extracted from Table 1 for room temperature properties. Figure 3 shows temperature-dependent plots for electrical conductivity, Seebeck coefficient, and power factor, but specific values were not read from the plots as they are provided in the table for 300 K. [figure-pass p6-10 ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https:/"
d0tc00880j.pdf,10.1039/d0tc00880j,ok,5,0,"[text-pass] The provided article focuses on the synthesis and composition control of AgxSb1-xTe1.5-x nanocrystals. While the introduction mentions the potential of AgSbTe2 for thermoelectric applications, the article does not report any experimental thermoelectric property measurements (such as Seebeck coefficient, electrical conductivity, thermal conductivity, power factor, or ZT) for the synthesized nanocrystals. [figure-pass p1-5] The provided document focuses on the synthesis and structural "
d3ee01033c.pdf,10.1039/d3ee01033c,partial-error,9,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 58.921534855s.', 'stat"
d3nr04584f.pdf,10.1039/d3nr04584f,partial-error,8,1,"[text-pass] The article focuses on Ag2Te-deficient AgSbTe2-based compounds (Ag1-xSb1+xTe2+x). Specific data points for ZT and power factor were extracted from the text. Other properties are plotted in figures (Fig 3, Fig 6) but specific numerical values for all temperatures were not provided in tables. [figure-pass p1-5 ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error"
d4ce00915k.pdf,10.1039/d4ce00915k,partial-error,23,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 10.078189791s.', 'stat"
d4cp01171f.pdf,10.1039/d4cp01171f,partial-error,12,1,"[text-pass] The sample Ag0.927Sb1.07Te2.005 is described as a non-stoichiometric AgSbTe2 compound with Ag-deficient and Sb-rich characteristics. The paper also provides a comparison table (Table 3) of room temperature Seebeck coefficient and ZT values for various previously reported AgSbTe2-family compositions. [figure-pass p1-5 ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on t"
d5dt01185j.pdf,10.1039/d5dt01185j,partial-error,13,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 10.413289813s.', 'stat"
ed81045f677092e8679784819bd15f32.pdf,10.30546/209501.2024.1.3.077,partial-error,6,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 35.639492892s.', 'stat"
el3c01653.pdf,10.1021/acsaelm.3c01653,partial-error,9,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 36.097046561s.', 'stat"
ja1c07522.pdf,10.1021/jacs.1c07522,partial-error,9,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 46.179602368s.', 'stat"
ja1c08931.pdf,10.1021/jacs.1c08931,partial-error,10,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 34.277934512s.', 'stat"
ja309626q.pdf,10.1021/ja309626q,partial-error,7,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 35.408997914s.', 'stat"
ja3c09643.pdf,10.1021/jacs.3c09643,partial-error,9,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 22.483124729s.', 'stat"
ja6c00040.pdf,10.1021/jacs.6c00040,partial-error,8,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 9.641163251s.', 'statu"
jp4c04467.pdf,10.1021/acs.jpcc.4c04467,partial-error,8,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 29.01815065s.', 'statu"
materials-15-02843.pdf,10.3390/ma15082843,partial-error,23,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 57.541659298s.', 'stat"
nanomaterials-12-03910.pdf,10.3390/nano12213910,partial-error,12,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 28.930963373s.', 'stat"
nnano.2013.95.pdf,10.1038/NNANO.2013.95,partial-error,7,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 35.152103202s.', 'stat"
nz1c01184.pdf,10.1021/acsenergylett.1c01184,partial-error,13,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 35.076268282s.', 'stat"
nz6b00639.pdf,10.1021/acsenergylett.6b00639,partial-error,8,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 21.741478765s.', 'stat"
nz8b00137.pdf,10.1021/acsenergylett.8b00137,partial-error,8,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 45.520192367s.', 'stat"
out.pdf,,partial-error,24,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 6.074470483s.', 'statu"
s10854-025-15118-x.pdf,10.1007/s10854-025-15118-x,partial-error,12,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 7.894425034s.', 'statu"
s10854-026-17196-x.pdf,10.1007/s10854-026-17196-x,partial-error,22,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 34.814372434s.', 'stat"
s11664-009-0669-7.pdf,10.1007/s11664-009-0669-7,partial-error,6,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 9.609597774s.', 'statu"
s11664-014-3145-y.pdf,10.1007/s11664-014-3145-y,partial-error,8,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 9.517173219s.', 'statu"
s11664-015-3682-z.pdf,10.1007/s11664-015-3682-z,partial-error,6,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 9.219327532s.', 'statu"
s11664-015-4102-0.pdf,10.1007/s11664-015-4102-0,partial-error,7,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 22.481846482s.', 'stat"
s11664-024-11310-7.pdf,10.1007/s11664-024-11310-7,partial-error,30,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 34.868993681s.', 'stat"
s12613-011-0446-5.pdf,10.1007/s12613-011-0446-5,partial-error,5,0,"[text-pass ERROR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 500, model: gemini-3.1-flash-lite\nPlease retry in 8.088229002s.', 'statu"
